lab       NUDT16L1  MDM1      TRIM27    ENPP4     AKR1B10   SDPR      AKR1C3    C17orf104 ICAM1     MBP       PALM      CRYAB     KRT14     NES       ARHGEF6   C1orf144  GSTM3     RECQL4    EGFL7     ZNF185    CTSZ      CLEC3B    APBB1IP
  1645.330   331.395  7276.530  1748.760  7457.600  1630.700 11508.200  4375.800   874.357  1339.350  2518.460  1973.890  1516.910   882.449  3010.990  1524.800  9262.130  8812.260  1054.170  4689.190 99940.000  3062.960  2797.430   956.780
  1850.120   339.413  7930.180  2110.350  8931.120  1782.350 12593.800  5038.510  1025.690  1467.590  2879.430  2316.220  1691.020   895.836  3334.170  1662.060 10806.800  9841.840  1192.550  5018.330118810.000  3628.310  3015.880   952.310
  2274.020   332.990  8872.140  2341.230 10048.000  1961.070 14284.400  5439.420  1135.920  1719.810  3165.730  2447.780  1927.510   938.585  3701.860  1612.130 12073.500 11139.700  1372.610  5824.580132071.000  3940.060  3377.740  1047.530
CTSH      TMCC3     CIC       NUCB1     SUCLA2    FAM53C    AZI1      CUEDC1    MAN1A1    WDR13     ASPH      ZBTB33    CDC45     PFKFB4    YIPF1     FAM118B   PTCD1     TRIT1     UTRN      DVL3      TMEM70    TMEM57    RBBP6     SPTLC1
  1547.450   890.532  2932.480  6671.440  5934.810   892.004  2836.260   333.381   545.423   585.791   451.323   723.696   202.338  1114.960   419.711   121.699   755.967   536.225 19258.400   684.634  1992.410   995.490  1907.630  2706.930
  2196.920  1113.790  4165.310  7653.850  8417.330  1036.420  3934.440   314.107   815.508   899.852   482.818  1336.600   380.377  1441.500   520.091   243.526   791.362   866.720 25035.700  1075.200  3009.940  1158.070  1999.820  4562.490
  2451.290  1307.970  4668.850  9051.100  9342.480  1185.890  4410.790   426.449   898.985   982.775   564.574  1363.410   380.037  1693.260   592.993   256.951   985.749   920.130 28466.500  1160.360  3298.230  1373.520  2468.060  4961.010
  2688.560  1443.620  5075.440 10620.700 10367.900  1462.680  4892.960   463.506   971.761  1059.520   719.821  1470.100   421.421  1823.140   701.101   246.283  1146.520  1013.390 32599.900  1266.000  3601.470  1597.630  2922.940  5073.630
LMBRD2    STX5      RNF40     MED18     SMEK1     ODR4      KIAA0090  NSA2      AGPS      GTF2A2    MESDC2    TCF9      IRF2      C13orf27  CDK5RAP3  SELT      TM9SF1    ITFG1     CDC73     FOSL1     UXS1      MYST2     PREPL     PHB
   180.458  2436.390  5023.110   689.775  1232.080  1605.540  5959.670   706.266  8165.850   538.807  5794.810   964.738   963.966   180.551  3012.210   333.644  2191.540  1811.490  2919.700  2826.560   907.502   377.435  4666.370  9656.230
   338.504  3029.760  6829.480  1383.280  1676.280  2272.160  8309.670   818.308  9281.920   738.113  6811.300  1277.090  1074.350   343.420  4495.860   317.618  2947.880  2514.200  5064.760  3296.420  1093.010   535.667  5758.340 11706.600
   344.730  3460.970  7756.000  1441.040  1893.490  2526.970  9373.890   975.147 11318.000   825.426  8051.380  1444.670  1313.150   358.302  4921.550   473.185  3375.150  2744.040  5332.470  3902.460  1249.080   571.284  6597.900 14004.400
   371.757  4089.560  8616.570  1422.890  2124.490  2830.560 10341.100  1132.640 12806.900   940.424  9385.830  1656.730  1508.080   367.001  5471.930   428.396  3739.870  3244.810  5724.890  4583.630  1524.250   694.635  7855.640 15616.000
GADD45GIP1SUZ12     BRCA1     CFDP1     GRAMD3    RNF187    SUPT6H    WNT5B     POFUT1    ZXDC      ORMDL2    HEXA      ITPR2     TBC1D20   TSC1      CCDC115   MATR3     TRAM1     SIPA1L1   SND1      MRPL3     RPN2      SDCBP     SLC12A6
  2108.360  1160.370   516.391  2038.410   254.284   562.285  5270.110  1115.330  4150.580   473.694   550.921  8555.120  2476.050   246.964  2173.410   178.634 11979.000  1956.400   772.942 13635.100  2765.340 11223.100  4224.750   954.391
  2953.040  1519.030   763.966  2290.000   418.799   963.621  6115.460  1403.660  6219.110   535.090   692.524 10740.000  3818.010   452.723  2986.420   359.964 16277.000  2400.920  1121.980 18667.200  3415.880 14213.700  4924.870  1505.550
  3323.440  1718.140   846.674  2722.220   429.386  1009.430  7391.380  1701.740  6842.330   651.170   810.959 12829.400  4177.230   458.230  3324.790   351.267 18671.500  2858.250  1235.990 21152.900  4068.590 16753.600  6120.250  1682.270
  3697.570  2000.160   930.306  3285.260   504.863  1108.720  8421.460  1796.960  7565.250   751.050   917.535 13998.000  4575.470   514.800  3851.510   397.850 20630.200  3205.350  1401.150 23810.700  4540.020 18676.500  6624.970  1745.120
MKI67IP   SYNPO2    MTA1      ERC1      ATF7IP    UHRF1     HNRNPR    SSR3      CLMP      GALNT2    AGRN      MUL1      CTNNBL1   PDCL      FLOT1     STAU2     CNIH      STX17     GNPAT     TMEM206   RIF1      PLXNA3    CACNA2D1  VASN
  3746.590   602.043  4682.900 13162.600  3973.870  2765.980  2067.210   420.832  1796.280 10965.300  7951.790   214.756  6583.750  1065.940  6759.610  2339.650    93.527   312.189   500.674   217.141  5170.350   747.330   160.869  1840.360
  4564.680   889.720  6564.840 15840.800  5176.890  3109.940  2204.480   485.084  2387.560 12575.600  9736.290   265.975  7658.990  1681.630 10055.800  3420.560   231.282   692.279   725.862   491.133  6360.030   801.041   170.248  2196.810
  5335.460   956.518  7389.560 18647.600  5904.920  3773.520  2644.200   575.557  2731.220 15227.200 11580.300   318.193  9039.080  1845.710 11116.200  3812.490   221.698   745.622   798.576   461.404  7386.560   960.215   208.065  2677.010
  6244.890  1122.390  8287.280 21777.600  6849.930  4416.750  3310.080   687.457  3102.510 17608.600 13091.800   352.430 10830.900  1987.820 12349.000  4225.910   231.590   656.510   913.765   527.750  8721.210  1203.120   254.802  2966.820
HMG20A    EFEMP1    PARP4     RBM15B    DMAP1     NDUFB5    PPFIA2    SCAMP2    DUS2L     PUM2      RFTN1     PRPF40A   TTN       CHID1     ANTXR1    URM1      NDUFS3    RBM47     ADAM17    TDRKH     BMP2K     EPHB4     CPD       POMGNT1
  1767.400  4213.590  4836.090  1741.700   448.277  3022.440   618.867   504.385   476.412  1083.990  3916.340  7637.700   775.307  2408.260   334.518    93.837  4172.430    47.819  1338.310   166.607  3147.010  1099.860  9712.990   661.976
  3407.130  5241.230  6814.020  2819.290   733.612  3024.490  1134.060   870.427   889.072  2474.000  4866.700  8946.650   805.676  2617.820   364.443   270.144  5804.350    55.690  2790.410   389.142  4040.470  1535.600 12891.600   845.826
  3464.560  6127.020  7601.340  3064.150   809.793  3693.960  1176.820   924.688   924.610  2427.930  5737.290 10894.800  1020.030  3255.200   439.801   245.968  6459.420    64.646  2850.510   379.007  4709.340  1760.610 15537.800  1011.000
  3770.560  7093.190  8690.780  3314.940   844.385  4776.630  1278.700  1001.310   988.463  2558.770  6573.280 12352.800  1196.570  3792.170   540.298   264.422  7532.390    80.528  2941.390   400.654  5374.710  1937.490 16185.500  1105.220
C2orf69   MOSPD2    PRR12     NCSTN     TOMM34    PARF      SNX25     ART4      CCNYL1    KDM5C     C8orf33   SMPD1     PRRC2C    CANX      SLTM      MRPL19    GANAB     MAP1LC3B2 ITCH      SIGMAR1   FAM115A   FAM127A   CAPN7     MINK1
   380.044   305.941  1355.250  3170.810  3806.040  2141.680   341.496   384.515   964.529   967.680   971.889   542.305 21273.700 20636.200  4585.640  3234.140 12823.900  1338.650  1694.150   376.795  2410.050   886.730   870.914   451.048
   417.459   317.636  1447.450  4321.150  5781.200  2509.420   450.651   390.815  1254.340  1221.360  1213.800   700.340 26749.300 22042.200  6173.460  3979.350 17254.000  2259.370  2374.520   966.041  3488.120  1409.060  1128.020   546.910
   505.187   405.359  1910.980  5074.260  6459.880  3049.430   512.202   482.526  1423.580  1402.690  1441.490   801.063 31765.200 26907.500  7223.660  4714.120 20271.100  2492.660  2764.720   951.352  3957.060  1519.570  1338.600   643.396
   614.719   470.437  2026.940  5456.640  7016.700  3489.320   601.563   607.648  1696.990  1676.510  1633.460   947.700 35846.900 33201.200  7943.670  5455.280 22134.200  2580.260  2971.840   942.072  4359.580  1721.600  1483.700   766.033
PRCP      PLEKHG3   PTP4A1    TST       KIAA2013  SMARCA4   IBA57     KIDINS220 CPSF2     GNG2      COPZ1     ORC5      KRR1      CKAP2L    HECTD3    ARFGAP1   KRTCAP2   R3HDM1    GLT25D1   ABL2      PAPD5     ZFC3H1    SPIRE1    ST7
  5727.820  1628.300   409.434  2289.970   986.194  3840.060   558.490  2193.980  4208.100   182.435  2200.620  1067.280  3782.910  1701.140  1572.070  1424.870   429.401  1092.340  2701.800   517.357   261.417   617.844   876.691   116.043
  6256.070  2033.670   437.099  4109.960   934.553  4456.340   939.234  3177.870  5950.010   214.692  2721.670  1405.820  4893.600  2402.980  2624.010  1812.570   529.536  2251.540  3900.300   715.196   390.031  1010.380   950.872   110.247
  7905.860  2446.200   549.625  4532.020  1314.660  5381.090  1030.980  3654.270  6888.260   251.385  3184.540  1576.390  5284.240  2681.030  2881.210  2171.380   595.236  2271.670  4384.500   812.017   445.539  1081.010  1142.290   151.630
  9019.730  2726.370   646.162  4511.390  1399.920  6345.540  1086.780  3942.110  7477.750   310.257  3778.050  1921.840  6991.200  3125.920  3058.940  2412.220   762.481  2462.840  4966.190   933.817   477.321  1225.840  1446.990   169.084
CPA4      SERAC1    CYB5R3    GOLGA5    FUCA1     CLPB      LRRC42    ODZ4      ARID4A    BRIX1     EIF2AK3   CLN5      ADAMTS12  TRIM22    UBA7      DDX51     TOMM20    RCOR1     SERPINA2  SLC25A19  MT-ND5    RFFL      CYP20A1   SSRP1
  3028.730   174.889  6121.870  4861.260  1510.070  3204.600   158.904   782.030   574.745  1663.080   126.211  2555.210  1710.460  1258.600   758.165  1279.310   674.700   788.717   252.900   946.129   535.788    94.324  2224.580  6970.720
  4280.470   475.860  7964.180  6281.300  2157.690  5126.190   258.409   868.427   818.773  2991.140   158.122  3173.670  1870.790  1587.770   934.291  2374.230   856.065  1252.690   296.716  1141.560   939.317   105.179  2689.840  8232.790
  4958.540   456.980  9344.660  7305.580  2458.970  5665.460   284.489  1093.640   927.683  3197.300   191.338  3728.560  2341.670  1892.720  1093.590  2383.320  1018.620  1325.280   320.437  1355.480   991.770   122.389  3250.470  9919.070
  5401.050   465.563 10629.600  8500.550  2744.070  6155.260   307.837  1249.420  1050.770  3413.390   212.704  4414.930  2749.950  2154.830  1313.210  2812.570  1159.030  1578.900   461.556  1615.590  1107.850   161.578  3744.950 11722.900
HERC1     KIAA1530  BCL7B     TMEM30A   GTPBP5    DPM3      DNAJB6    LIN9      C21orf70  AATF      TBC1D2B   ATP5SL    PRPF4B    ESYT2     RAB3A     MRPL1     C11orf41  TOPBP1    ITPR1     PIKFYVE   SNX29     FYN       SRP14     C10orf12
    76.697   110.469   714.888  2603.270   245.153   526.829   106.846   215.718   968.291  2985.000  1624.970   627.535  4395.630  4429.070   350.871  3152.600  1258.530   315.700   858.279   541.354   276.909  2070.520  3256.940   407.235
   165.488   161.735  1171.540  5261.550   294.292   718.680   109.057   450.533  1534.630  3991.100  2056.930   838.631  5430.390  5738.330   352.955  4429.620  1535.790   544.228  1622.920   839.640   593.199  3315.310  4512.140   557.794
   172.030   187.504  1305.020  5378.740   338.781   859.224   136.751   454.877  1718.500  4697.640  2444.690   968.196  6390.040  6696.060   446.331  4994.180  1853.600   582.405  1726.960   928.647   626.510  3715.580  5053.000   632.754
   172.794   200.250  1382.790  5831.670   430.159   916.471   171.120   495.240  1851.060  5259.990  2811.930  1125.060  7642.920  7824.700   559.155  5842.820  2140.600   647.075  1820.640  1046.650   618.528  3993.890  6068.590   749.040
NRP2      RAB35     TAF9      VEZT      DDX27     ICMT      PLEKHA1   FBXO45    RAB11B    TMPPE     RBM8A     AARS2     PAM       MXRA8     C15orf24  GTPBP8    RSL24D1   ATAD2     PRPF31    SPTBN1    PPP2R5B   CANT1     PC        MYOM1
  1710.390  1521.940   860.498  1420.510  5719.630   831.205   552.678   191.757   420.685   374.906  2306.070  2695.160  2368.950  2280.760  1222.260   245.843   757.751  2367.720  1871.850 46533.900   417.045  2517.190  1634.670   550.016
  1855.060  2442.560  1639.530  2492.550  8360.100   902.175  1156.920   297.642   782.831   470.071  3134.360  4112.820  2639.510  3271.840  1623.210   464.440   924.089  2904.940  2945.610 56713.200   893.130  3408.660  2961.750   652.828
  2265.560  2679.550  1673.630  2647.120  9481.410  1129.240  1207.950   339.141   798.753   559.213  3661.940  4617.770  3296.230  3735.420  1857.710   479.734  1094.140  3476.710  3263.150 69394.300   925.285  4009.530  3187.620   788.467
  2840.980  3003.550  1911.030  2964.680 10717.800  1357.810  1245.090   363.082   928.259   653.473  4147.280  5159.190  3897.000  4241.120  2230.940   540.951  1322.760  4101.820  3661.810 79030.200   958.212  4511.370  3429.130   943.091
SPATS2L   PBRM1     ZNF579    MRPL47    MRPL54    SUPT6H    TRUB2     AKAP8L    CNNM3     MCM7      NDUFC2    SEMA4C    LRP5      MAP3K2    CHD8      PRPF40B   LTBP3     PEX5      NAV3      HBD       MANBA     KIF21A    ECI1      ALG3
  3370.390  5714.160   507.899  3587.860   905.906  1997.290   268.214  3199.560   759.736  7820.900  1827.930   310.740  1396.400   157.309  2133.110   340.747   234.535  1731.510   441.791   693.689  2940.740   256.971  1724.440   150.660
  4221.530  8117.940   769.494  4822.830  1226.210  2927.230   335.114  5528.950  1307.560 11719.000  1914.030   334.505  1420.070   427.279  3017.040   501.261   474.079  2483.230   676.635  1525.330  3876.380   439.561  2393.220   231.609
  5070.440  9375.360   840.219  5578.960  1401.510  3449.480   409.439  6097.190  1463.750 13376.500  2426.250   432.167  1912.030   395.339  3496.630   589.379   495.198  2826.520   767.320  1575.240  4703.960   485.049  2784.090   235.000
  5859.020 10546.200   999.645  6537.220  1670.190  3647.680   460.077  6486.510  1516.830 14798.200  2969.560   498.286  2150.260   448.101  3936.480   626.152   527.826  3258.470   847.761  1629.370  5142.810   521.165  3164.770   317.379
KIAA1671  BCR       TM9SF3    NARS2     STX3      RAP2A     INTS10    PTPN13    NUSAP1    TIMM17A   POGLUT1   ADNP      UTP3      RRBP1     TPCN1     TRIM27    RPAP3     AVL9      EIF2AK2   MAN2A1    GOLIM4    PITPNM1   BRMS1L    EFNB2
 12489.100  3543.270  6841.200   479.778  1804.040  1410.190   493.520   953.725   987.526   202.132  2252.950  4624.840  1845.580 28995.600  1037.520   726.019  3544.970  1137.440  4890.550  6049.210  3801.640  1196.020   830.002   493.712
 17546.800  4668.410  9446.560   962.299  2821.220  2198.640   838.323  1728.660  1368.220   328.989  2498.560  6738.190  2250.080 35075.800  1370.240  1394.480  5501.560  1676.340  7508.110  7895.100  4186.930  1856.570  1347.880   739.842
 20232.600  5397.910 11168.800  1003.910  3162.760  2509.820   905.156  1855.710  1609.630   374.035  3161.900  7675.010  2757.970 43014.200  1630.890  1529.320  6100.490  1873.250  8468.060  9514.430  5371.430  2096.690  1503.220   816.142
 23177.400  6474.670 12385.000  1081.550  3526.600  2709.520  1021.230  2024.670  1798.290   394.339  3714.760  8771.820  3170.530 49730.400  1855.640  1541.770  7003.100  2202.800  9493.230 10694.800  6207.640  2329.620  1655.020   973.259
METTL9    ATRX      BICC1     DPAGT1    ATG9A     DDX10     MCM3AP    NDUFB10   MLL3      MTDH      CEP170P1  CYR61     KEAP1     GLB1      ERGIC2    ARSA      NRM       USP36     CTDSP2    EMG1      SIK1      ZNF609    MELK      RPS24
   508.620  2272.180  1557.290   433.773  1010.270  2395.690  1295.110  4237.670   718.618  8151.780   185.521  4195.830   404.125  4370.680   504.865  1352.360  1542.700  1103.100   167.370  2115.090    81.555  1750.170   770.886  3549.830
   752.747  3065.360  2130.570   625.039  1796.030  2975.130  2370.280  6251.640   809.841 11523.100   200.974  5435.420   796.534  5322.440   512.944  2556.520  2492.900  1688.370   195.463  2880.740   173.808  2453.540   819.195  6341.510
   838.534  3567.940  2542.120   738.791  1907.220  3829.470  2520.890  7263.630  1003.890 13994.200   227.795  6539.720   845.088  6377.770   733.951  2803.290  2757.570  1889.040   243.367  3264.250   174.804  2847.650  1033.830  6806.630
   991.265  4176.310  2809.440   798.003  2168.140  3972.700  2803.890  7975.540  1217.210 14618.900   334.458  7477.980   902.404  7743.200   748.830  2892.520  3123.290  2179.950   285.560  4019.820   197.590  3282.720  1285.250  7623.380
AKR7A2    NEU1      SH2B1     HSPH1     AP4B1     RBMXL1    CLGN      SCRN3     PGRMC1    NMT1      REEP3     NTHL1     B4GALT7   RDH10     POLR3F    RAB1B     RRP9      VAMP5     HM13      CAMSAP1L1 FRMD4A    LLPH      NCLN      C1GALT1
  2822.050  1651.920   344.515   725.204   290.275   720.878  4232.080   546.415  5120.020  3090.030   445.324   429.284   595.168   643.622   529.080  1944.160  1615.330   573.686  3095.620  1743.810  1333.800  1794.040  2074.110  3079.120
  4341.230  2832.210   918.326  1098.070   468.338  1051.740  5064.820   660.819  6219.420  5249.400   792.948   712.761   795.712  1156.210  1176.120  2842.170  2601.870   646.570  3751.860  2842.680  2025.370  1895.670  3263.410  3620.990
  4970.360  3393.050   924.498  1198.130   508.876  1197.900  6089.140   806.315  7620.940  5668.650   871.022   772.139   923.237  1262.860  1209.850  3242.800  2885.240   786.310  4618.490  3152.390  2284.070  2483.700  3805.560  4571.920
  5480.170  3148.920   918.228  1462.970   598.353  1390.320  7485.820   956.499  8938.870  6510.510   938.638   897.078  1109.920  1369.010  1283.690  3757.460  3283.730   998.926  5402.390  3560.630  2632.790  2917.660  4009.690  5240.700
RNF11     ACSF3     SOX9      IMPAD1    DDX46     SPEN      KCT2      AP4E1     PTBP2     MTMR2     CENPQ     KIAA1267  WIZ       NKAP      MBOAT2    CENPC1    SLU7      WARS2     PRR14L    NSMCE4A   LRIF1     PLOD2     PARS2     TMEM87B
   690.112  3046.620  1342.480  4402.510  8611.580   684.134  1088.590   100.939   572.469   304.682   215.414   491.156   989.818   333.804   126.346  1487.930  1295.560   813.958   167.511   941.658   846.789 20559.000    77.123   355.612
  1055.750  4458.400  1763.720  5365.780 11238.500  1170.320  1270.160   296.115  1300.280   455.383   330.364   873.753  1280.690   449.129    78.403  1685.230  2155.130  1408.630   331.597  2097.040  1100.560 24671.500   288.056   503.855
  1096.280  5129.510  2154.800  6755.100 13206.300  1298.170  1541.320   271.365  1329.670   523.568   387.214   977.403  1556.300   486.761   194.608  2050.670  2341.360  1570.790   354.497  2208.230  1354.960 30503.300   267.337   572.306
  1461.220  5866.460  2396.800  7559.200 15893.800  1420.610  1917.900   310.963  1417.160   591.717   413.768  1026.050  1776.670   662.691   106.341  2614.110  2732.370  1697.270   379.387  2262.300  1510.660 36056.100   270.066   692.819
GGH       CRTAP     INCENP    CCDC94    CXXC1     PLEKHA3   MRPL45    CMTM6     ORC2      SPTBN1    SEC22A    AFAP1     COL12A1   CPEB4     NSMCE1    B3GALT6   C9orf125  MMTAG2    SCAMP3    ERC2      C19orf29  ETV6      OAF       RAB38
  4609.870  7591.220   690.438  1131.290   287.148   334.452  3487.630   861.097  1989.110  5795.530   220.737  2317.730  9531.230  2056.650  1069.890   484.128   434.708  1912.150   584.956  4280.600   875.253   581.608   185.637   481.821
  5055.700  9324.450   804.697  1653.770   647.315   634.532  5462.470   979.892  2281.330  6994.950   377.595  3311.330 13684.100  3043.730  1843.090   486.096   669.937  2867.260   910.153  6058.640  1064.580   780.680   542.240   942.499
  6388.230 11638.300  1040.590  1861.860   677.018   661.251  6232.770  1278.620  2830.510  8707.480   433.023  3905.990 16047.500  3459.050  1987.640   661.036   772.333  3321.800  1022.280  7108.000  1271.810   949.286   527.500  1003.860
  7840.100 13264.400  1160.540  2238.660   699.420   766.800  6961.510  1435.860  3468.050 10160.200   449.776  4399.600 18208.300  4067.270  2312.150   771.118   858.290  3734.690  1185.430  8167.660  1594.540  1064.480   548.571  1102.190
SGPP1     FBXO44    RBM23     KCNN4     OTUD4     FAP       ZNF444    MRPL11    CDC5L     CLPTM1    SYVN1     TMEM165   CCDC47    FIBP      TGFB1     MORC2     SYS1      EP400     CCDC53    HCFC2     STC1      GNPTAB    EARS2     ANKFY1
   330.548   286.148    95.462   385.626  2233.510 11722.600   292.036  4578.460  5132.780  4379.530   452.205  1757.100  6201.830  2049.160  1902.850   730.817   296.786   728.858  2020.530   631.046   158.635  1311.740  1408.320  3363.600
  1086.810   311.754   235.120   756.281  4530.860 12402.000   592.286  6453.580  7094.230  5499.270  1014.290  2571.840  8225.260  3094.320  2462.780  1746.600   316.415  1527.170  2983.790  1091.170   185.790  1574.710  2296.900  6312.110
  1094.320   398.395   255.339   800.961  4807.620 17183.900   605.224  7511.930  8383.730  6578.980  1073.410  3008.920  9598.380  3611.490  3046.410  1804.640   396.532  1574.490  3426.150  1209.650   219.992  1981.410  2578.830  6986.490
  1002.030   486.115   233.721   888.952  5203.440 18547.500   704.567  8831.870  9730.440  8058.590  1099.660  3405.930 11787.800  4017.310  3430.110  1871.220   513.454  1774.040  4004.610  1347.860   291.527  2306.780  2926.530  7391.600
PCYOX1    RPL19     MRTO4     MAB21L1   HSPA13    ECH1      D2HGDH    NCKIPSD   TMEM132A  POTEKP    AMIGO2    CKAP4     C8orf40   STK17B    UNC93B1   AFF4      GLTSCR1   TFPI      TLR3      GNL2      NAB2      GTF3C3    LRP10     CDCA3
  5736.630  4540.790  3625.100  1401.730  2544.500  1721.350   866.352   550.948  1517.930   272.856  1536.600 24748.100   130.841   165.163   191.680   427.477   235.624  2441.630   262.581  2852.240   612.649  1507.410   582.997  1754.030
  7301.190  6155.080  6078.220  1689.920  3212.850  2946.350  1650.820   744.902  1737.920   519.321  1875.080 27677.000   552.757   296.184   218.465   459.932   695.581  2593.400   577.997  3353.870   712.229  2627.200   953.860  2945.020
  8994.650  7284.100  6933.030  2064.000  3942.740  3260.240  1763.260   874.465  2162.780   570.266  2292.390 36348.900   522.191   327.675   270.584   594.942   679.729  3417.740   578.721  4221.930   880.700  2924.630  1093.950  3235.900
 10386.800  8616.210  7496.130  2533.960  4620.890  3683.170  1981.220  1053.400  2681.810   608.677  2788.680 41736.600   496.711   360.101   340.954   728.573   709.414  4093.710   675.636  5039.280  1096.970  3251.630  1202.620  3786.770
NDUFB7    DSEL      C6orf162  RDH13     SLC25A15  C12orf45  CNIH4     HNRNPK    GGT7      BEND3     IKZF2     KIF20B    SVIL      ARL15     TAOK1     ARMC2     P4HA1     CCDC71    MVD       RBM19     TPRG1L    RPL35     SLC12A2   DIMT1L
   422.779    46.159    90.528   182.183   778.693   974.894   751.249   568.807  1943.740   558.750   251.740   597.851  8143.280   308.847   772.859  1315.240 13240.800   119.910  1816.140   793.513  1568.340  2503.960  1279.690  1273.530
   589.548    55.241   209.528   372.535  1833.210  1124.630  1314.270   951.433  2512.300   864.808   535.307  1268.470 10949.000   658.010  1799.350  1749.680 15215.500   206.898  2649.330  1271.120  2700.400  3166.610  2087.640  2262.540
   706.769    65.018   254.317   401.564  1835.430  1401.910  1459.860  1097.700  3087.390   991.344   582.061  1350.650 13210.700   688.989  1828.480  2271.820 19776.600   237.158  3130.310  1411.850  3009.990  3945.480  2339.440  2479.390
   806.185    86.560   194.500   428.285  2071.960  1739.340  1631.440  1177.600  3583.340  1140.180   596.729  1445.150 15393.200   759.675  2025.530  2322.980 22896.600   253.081  3568.270  1686.910  3397.080  4567.810  2716.900  2835.680
SYNJ2BP   MTMR12    FAM3C     SCARB2    KIF3A     RBMX      SMAP1     ZNF787    DNAJC25   SFT2D3    ACADSB    YBX1      LIPA      POM121    AGTPBP1   FLAD1     CCDC134   B7H6      FDPS      CACNB3    PIK3R1    ITPRIP    MARCH7    ALDH18A1
  1284.220   361.419  2869.330  6806.150   413.855  7055.100   154.229   175.445   326.024   416.848  2764.010  6972.200  2543.480    96.353   785.264   840.192  2420.700   371.038  2842.570   110.660   310.405   467.312   142.017   951.759
  1656.250   634.688  4316.310  9638.430  1072.840  8588.900   419.477   200.805   519.227   479.337  4316.570  9176.300  3038.380   102.975   869.973  1731.630  3411.690   384.411  3706.760   406.860   513.403   715.617   212.832  1506.180
  1994.760   726.042  5202.900 11527.600  1037.430 10939.800   433.713   247.167   590.734   578.790  4880.980 10921.100  3819.290   131.013  1110.580  1821.080  3982.090   494.896  4535.430   376.309   546.181   834.229   252.448  1677.090
  2427.620   773.258  5612.810 13231.200  1201.420 12623.600   430.470   319.830   683.857   773.213  5803.070 13452.200  4607.780   170.029  1389.760  2064.130  4828.930   646.636  5361.770   405.953   699.635   956.027   284.812  2044.470
ANK3      CDH10     CCND1     POLDIP3   TRMU      SNX14     MOCS1     PLXNA1    C15orf29  GFPT2     MT-CO2    NPAT      SYNPO     FAM190B   NOP16     TMCO3     SURF6     MEIR5     MOSC2     SPOCK1    DCBLD1    MGAT1     RGS19     PTPN14
   326.026   280.134  1679.870  4850.980   649.595   979.462   300.343  1885.620   258.788   249.725  2470.370   874.991  3761.540   510.115  5818.050  1189.550  3565.680   341.282   304.451  1844.920   481.055  2253.040    45.762  2359.260
   326.868   542.379  1926.050  7166.070  1120.840  1704.320   535.706  2961.620   383.129   297.089  4104.220  1223.850  4544.100   863.781  7023.290  1344.640  4171.490   932.079   322.064  2396.160  1010.130  3094.330    51.028  3798.960
   440.129   576.942  2502.810  8434.920  1283.460  1901.080   660.819  3483.300   440.632   463.499  4836.720  1502.500  5701.130   951.707  8909.440  1709.460  5407.840   897.334   441.259  2925.090  1072.000  3815.270    63.409  4347.970
   548.505   668.776  2958.520  9773.690  1399.320  2165.780   606.183  3863.960   533.227   366.583  5151.380  1686.330  6919.780  1136.250 10610.300  2144.380  6359.960  1039.400   511.845  3528.340  1197.080  4324.220    83.965  5028.910
GSN       CCDC59    NOV       ITIH4     CBX8      FAM40B    TTC35     NEGR1     COX11     MKI67     CPSF4     MAN1A2    TFRC      HEBP1     REPS2     TRPS1     PHF14     CCDC165   FAM195A   ILF3      ALDH1A3   COL8A1    IMMT      ENTPD4
  9275.690  1898.500   145.144   386.462  2405.020   559.704  2227.430  1396.850   156.675 24346.900   150.969  1455.670 13451.800  3696.930  1034.770   399.409   450.009  3616.120   120.292   430.580  8209.520  5494.650    59.569    64.085
 12849.000  2586.350   343.418   547.404  3190.160   820.202  3126.260  2012.600   410.323 32046.300   158.721  2023.710 17248.000  5440.320  1150.650   790.021   657.928  6004.710   119.416   476.120 10332.700  6884.040    77.361    63.869
 15638.100  3188.090   337.266   657.043  3997.200   938.432  3785.490  2376.040   425.317 39889.200   211.246  2423.660 21609.100  6463.740  1555.720   894.827   747.564  6804.870   169.348   683.004 13008.100  8644.290    81.941    81.623
 18062.000  3647.560   407.442   767.107  4536.730  1166.520  4386.260  2828.410   440.247 46200.600   261.650  2890.440 25294.500  7499.230  1784.660   923.666   946.383  7911.950   197.370   704.316 15377.500 10307.800   127.727   114.341
P4HA2     ERCC3     MED1      FAM120B   B3GAT3    MTX2      CYP51A1   FTSJ3     ARVCF     XPNPEP3   BBX       C1GALT1C1 SYDE1     ABCB7     NDUFA12   QIL1      SLC41A3   UNG       LEMD3     SLC9A1    SMAP      LAMTOR1   MRPL55    MECP2
  7175.130   813.645  1951.980   639.702  1507.190  3217.860   358.057  4481.880    70.809  2278.990  1448.430  1618.050   440.752  1017.630  2573.510  1167.880    47.891   370.763  4653.300   992.452  1845.550   674.995   566.956  3085.230
  9080.950  2497.480  2922.520  1463.740  2681.330  3733.040   403.460  6350.710   128.911  3643.720  2074.160  1989.130   757.012  1892.440  3561.370  2412.430    50.653   761.660  6159.370  1238.170  2265.250  1620.490  1273.780  3730.540
 11765.800  2427.490  3491.620  1599.030  3045.300  4920.590   485.326  7650.340   156.904  4320.900  2502.590  2482.770   858.718  2101.340  4300.240  2591.350    65.614   827.787  7623.390  1602.770  2904.650  1764.150  1425.660  4742.300
